Id,Applications,Cef,NBR Version,Kit,Remarks,Manufacturer,Tipologia Appplicazione,Applications_note
"1011","PUMP/POMPA F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD_ENGINES","10-35015-2"
"1012","PUMP/POMPA F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD_ENGINES","10-35015-3"
"1013","PUMP/POMPA F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-35091-1"
"1014","PUMP/POMPA F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD_ENGINES","10-35118"
"1015","PUMP/POMPA F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-35118-2"
"1016","PUMP/POMPA F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-35141-1"
"1017","PUMP/POMPA F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-35157-"
"1018","PUMP/POMPA F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-35157-1"
"1019","PUMP/POMPA F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-35157-2"
"1020","PUMP/POMPA F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD_ENGINES","10-35157-3"
"1021","PUMP/POMPA F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-35157-5"
"1022","PUMP/POMPA F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-35157-6"
"1023","PUMP/POMPA F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-35157-8"
"1024","PUMP/POMPA F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD_ENGINES","10-35187-1"
"1025","PUMP/POMPA F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD_ENGINES","10-35211-1"
"1026","PUMP/POMPA F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD_ENGINES","10-35211-2"
"1027","PUMP/POMPA F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD_ENGINES","10-35211-3"
"1028","PUMP/POMPA F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD_ENGINES","10-35211-4"
"1029","PUMP/POMPA F35B-9","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-35211-5"
"1030","PUMP/POMPA F35B-9","500121GX",,"RK0007",,"JOHNSON PUMP","INBOARD_ENGINES","10-35280-1"
"1031","PUMP/POMPA F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-24143-1"
"1032","PUMP/POMPA F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-24143-2"
"1033","PUMP/POMPA F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-24178-1"
"1034","PUMP/POMPA F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-24178-2"
"1035","PUMP/POMPA F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-35091-2"
"1036","PUMP/POMPA F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-35141-2"
"1037","PUMP/POMPA F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-35157-2"
"1038","PUMP/POMPA F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-35157-3"
"1039","PUMP/POMPA F35B-902","500121GX",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-35157-4"
"1040","PUMP/POMPA F75B/F7B-9","500162",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-13142-01"
"1041","PUMP/POMPA F75B/F7B-9","500162",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-13142-02"
"1042","PUMP/POMPA F75B-9","500162",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-13141-01"
"1043","PUMP/POMPA F75B-9","500162",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-13141-02"
"1044","PUMP/POMPA F75B-9","500162",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-13153-01"
"1045","PUMP/POMPA F75B-9","500162",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-13170-01"
"1046","PUMP/POMPA F75B-9","500162",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-24413-01"
"1047","PUMP/POMPA F75B-9","500162",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-24413-02"
"1048","PUMP/POMPA F95B-3000","500186T",,,,"JOHNSON PUMP","INBOARD_ENGINES",
"1049","PUMP/POMPA F95B-5000","500186T",,,,"JOHNSON PUMP","INBOARD_ENGINES","10-13143-99"
"1050","PUMP/POMPA FIP40","500185",,,"FOR MARINE APPLICATION/PER APPLICAZIONI MARINE","JOHNSON PUMP","INBOARD_ENGINES",
"1051","1A/1B/1C","500522K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","1684188 - 1777798"
"1052","1A/1B/1C","500522K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","EZ SHIFT) (1776349 - 2065189"
"1053","2.8L","500106GT",,,,"MERCRUISER","INBOARD_ENGINES","1998 AND UP"
"1054","4.3L/LH","500109T",,,,"MERCRUISER","INBOARD_ENGINES","1998 AND UP"
"1055","4.3L/LH","500532",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","1998"
"1056","4.3L EFI, 262 MAG","500532",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES",
"1057","4.3LX/LXH","500532",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","1996-97"
"1058","5.0L","500109T",,,,"MERCRUISER","INBOARD_ENGINES","1998 AND UP"
"1059","5.7L","500109T",,,,"MERCRUISER","INBOARD_ENGINES","1998 AND UP"
"1060","5.7EFI","500109T",,,,"MERCRUISER","INBOARD_ENGINES","1998 AND UP"
"1061","5.7L","500507",,,"ENGINE/MOTORE (DIA.4”) +","MERCRUISER","INBOARD_ENGINES","SKI) - (A338553 - B514626"
"1062","5.7L","500508",,,"ENGINE/MOTORE (DIA.4”) -","MERCRUISER","INBOARD_ENGINES","SKI) - (A338553 - B514626"
"1063","6.2L","500109T",,,,"MERCRUISER","INBOARD_ENGINES","1998 AND UP"
"1064","8.1S HO","500159G",,,,"MERCRUISER","INBOARD_ENGINES",
"1065","8.1S HORIZON","500159G",,,,"MERCRUISER","INBOARD_ENGINES",
"1066","120","500507",,,"ENGINE/MOTORE (DIA.4”) -","MERCRUISER","INBOARD_ENGINES","2.5L) - (6229718 >"
"1068","120","500511",,,"ENGINE/MOTORE (DIA.3”) -","MERCRUISER","INBOARD_ENGINES","2.5L) - (6229718 >"
"1069","120","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","2.5L) - (6229718 >"
"1070","120","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","2.5L) (3469428 >"
"1071","120","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","2.5L) (3469428 >"
"1072","120","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","2.5L) (3469428 >"
"1073","120","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","2.5L) (3469428 >"
"1074","120/140","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","2062141 - 3469427"
"1075","120/140","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","2062141 - 3469427"
"1076","120/140","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","2062141 - 3469427"
"1077","120/140","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","3.0L) (3469428-6225576"
"1078","120/140","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","3.0L) (3469428-6225576"
"1079","120/140","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","3.0L) (3469428-6225576"
"1080","120/140","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","3.0L) (3469428-6225576"
"1081","140","500524",,,"ENGINE/MOTORE +","MERCRUISER","INBOARD_ENGINES","3332138-6229717"
"1082","140","500507",,,"ENGINE/MOTORE (DIA.4”) +","MERCRUISER","INBOARD_ENGINES","3.0L) - (6229718 >"
"1083","140","500508",,,"ENGINE/MOTORE (DIA.4”) -","MERCRUISER","INBOARD_ENGINES","3.0L) - (6229718 >"
"1084","140","500511",,,"ENGINE/MOTORE (DIA.3”) -","MERCRUISER","INBOARD_ENGINES","3.0L) - (6229718 >"
"1085","140","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","3.0L) - (6229718 >"
"1086","160","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","2065190 -2763441"
"1087","160","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","2065190 -2763441"
"1088","160","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","2065190 -2763441"
"1089","165 -","500524",,,"ENGINE/MOTORE +","MERCRUISER","INBOARD_ENGINES","2770032 >"
"1090","165","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","4 CYL) (ALL/TUTTI"
"1091","165","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","4 CYL) (ALL/TUTTI"
"1092","165","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","4 CYL) (ALL/TUTTI"
"1093","165","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","4 CYL) (ALL/TUTTI"
"1094","165","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","6 CYL) (2763442 - 4890459"
"1095","165","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","6 CYL) (2763442 - 4890459"
"1096","165","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","6 CYL) (2763442 - 4890459"
"1097","165","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","6 CYL) (2763442 - 4890459"
"1098","170/185/190/200/205/230","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","6225577 - D494568"
"1099","170/185/190/200/205/230","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","6225577 - D494568"
"1100","170/185/190/200/205/230","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","6225577 - D494568"
"1102","170/190 -","500511",,,"ENGINE/MOTORE (DIA.3”) -","MERCRUISER","INBOARD_ENGINES","6916779 >"
"1103","170/190 -","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","6916779 >"
"1104","175/180","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1105","175/180","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1106","175/180","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1107","175/180","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1108","185 -","500511",,,"ENGINE/MOTORE (DIA.3”) -","MERCRUISER","INBOARD_ENGINES","6330183 - A331454"
"1109","185 -","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","6330183 - A331454"
"1110","185/205 -","500507",,,"ENGINE/MOTORE (DIA.4”) +","MERCRUISER","INBOARD_ENGINES","A331455 >"
"1111","185/205 -","500508",,,"ENGINE/MOTORE (DIA.4”) -","MERCRUISER","INBOARD_ENGINES","A331455 >"
"1112","185/205 -","500511",,,"ENGINE/MOTORE (DIA.3”) -","MERCRUISER","INBOARD_ENGINES","A331455 >"
"1113","185/205 -","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","A331455 >"
"1114","200/230/260 -","500507",,,"ENGINE/MOTORE (DIA.4”) +","MERCRUISER","INBOARD_ENGINES","6218462 >"
"1115","200/230/260 -","500508",,,"ENGINE/MOTORE (DIA.4”) -","MERCRUISER","INBOARD_ENGINES","6218462 >"
"1116","200/230/260 -","500511",,,"ENGINE/MOTORE (DIA.3”) -","MERCRUISER","INBOARD_ENGINES","6218462 >"
"1117","200/230/260 -","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","6218462 >"
"1118","225-S","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","3856268 - 4200499"
"1119","225-S","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","3856268 - 4200499"
"1120","225-S","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","3856268 - 4200499"
"1121","225-S","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","3856268 - 4200499"
"1122","228 -","500507",,,"ENGINE/MOTORE (DIA.4”) +","MERCRUISER","INBOARD_ENGINES","4765100 - 5170008"
"1123","228 -","500508",,,"ENGINE/MOTORE (DIA.4”) -","MERCRUISER","INBOARD_ENGINES","4765100 - 5170008"
"1124","228 -","500511",,,"ENGINE/MOTORE (DIA.3”) -","MERCRUISER","INBOARD_ENGINES","4765100 - 5170008"
"1125","228 -","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","4765100 - 5170008"
"1126","233","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","4200500 >"
"1127","233","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","4200500 >"
"1128","233","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","4200500 >"
"1129","233","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","4200500 >"
"1130","250 -","500511",,,"ENGINE/MOTORE (DIA.3”) -","MERCRUISER","INBOARD_ENGINES","4768000 - 4908849"
"1131","250 -","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","4768000 - 4908849"
"1132","250","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","4791300 - 4898729"
"1133","250","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","4791300 - 4898729"
"1134","250","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","4791300 - 4898729"
"1135","250","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","4791300 - 4898729"
"1136","255 TRS","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","3377316 - 4203749"
"1137","260 -","500511K",,,"ENGINE/MOTORE (DIA.3”) -","MERCRUISER","INBOARD_ENGINES","4908850 - 6218461"
"1138","260 -","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","4908850 - 6218461"
"1139","280 -","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","4176250 >"
"1140","280 TRS","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","4203750 - 4895399"
"1141","320 EFI","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1142","320 EFI","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1143","320 EFI","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1144","320 EFI","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1145","330 -","500511",,,"ENGINE/MOTORE (DIA.3”) -","MERCRUISER","INBOARD_ENGINES","6083145 >"
"1146","330 -","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","6083145 >"
"1147","350 MAGNUM","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1148","350 MAGNUM","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1149","350 MAGNUM","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1150","350 MAGNUM","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1151","350/454 MAGNUM -","500507",,,"ENGINE/MOTORE (DIA.4”) +","MERCRUISER","INBOARD_ENGINES","A635178 - F115700"
"1152","350/454 MAGNUM -","500508",,,"ENGINE/MOTORE (DIA.4”) -","MERCRUISER","INBOARD_ENGINES","A635178 - F115700"
"1153","454 MAGNUM","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1154","454 MAGNUM","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1155","454 MAGNUM","500109T",,,,"MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1156","470","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","170 HP)  (ALL/TUTTI"
"1157","470","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","170 HP)  (ALL/TUTTI"
"1158","470","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","170 HP)  (ALL/TUTTI"
"1159","470","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","170 HP)  (ALL/TUTTI"
"1160","470","500511",,,"ENGINE/MOTORE (DIA.3”) -","MERCRUISER","INBOARD_ENGINES","170HP) - (4208730 - 5520114"
"1161","470","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","170HP) - (4208730 - 5520114"
"1162","485 -","500511",,,"ENGINE/MOTORE (DIA.3”) -","MERCRUISER","INBOARD_ENGINES","5685384 >"
"1163","485 -","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","5685384 >"
"1164","485","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","185 HP)  (ALL/TUTTI"
"1165","485","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","185 HP)  (ALL/TUTTI"
"1166","485","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","185 HP)  (ALL/TUTTI"
"1167","485","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","185 HP)  (ALL/TUTTI"
"1168","488 -","500511",,,"ENGINE/MOTORE (DIA.3”) -","MERCRUISER","INBOARD_ENGINES","6170297 >"
"1169","488 -","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","6170297 >"
"1170","488","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","188 HP)  (ALL/TUTTI"
"1171","488","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","188 HP)  (ALL/TUTTI"
"1172","488","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","188 HP)  (ALL/TUTTI"
"1173","488","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","188 HP)  (ALL/TUTTI"
"1174","496 MAG","500159G",,,,"MERCRUISER","INBOARD_ENGINES","BASE MODEL"
"1175","496 MAG","500159G",,,,"MERCRUISER","INBOARD_ENGINES","H.O. MODEL"
"1176","502 MAG","500109T",,,,"MERCRUISER","INBOARD_ENGINES","1998 AND UP"
"1177","888","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","188 HP)  (3106717 >"
"1178","888","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","188 HP)  (3106717 >"
"1179","888","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","188 HP)  (3106717 >"
"1180","888","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","188 HP)  (3106717 >"
"1181","898","500511",,,"ENGINE/MOTORE (DIA.3”) -","MERCRUISER","INBOARD_ENGINES","198HP) - (4762210 - 6218461"
"1182","898","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","198HP) - (4762210 - 6218461"
"1183","898","500507",,,"ENGINE/MOTORE (DIA.4”) +","MERCRUISER","INBOARD_ENGINES","198HP) - (6218462 >"
"1184","898","500508",,,"ENGINE/MOTORE (DIA.4”) -","MERCRUISER","INBOARD_ENGINES","198HP) - (6218462 >"
"1185","898","500511",,,"ENGINE/MOTORE (DIA.3”) -","MERCRUISER","INBOARD_ENGINES","198HP) - (6218462 >"
"1186","898","500523",,,"ENGINE/MOTORE (DIA.3”) +","MERCRUISER","INBOARD_ENGINES","198HP) - (6218462 >"
"1187","898/228","500512K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","4782330 - 4898729"
"1188","898/228","500513K",,,"STERN DRIVE/GRUPPO POPPIERO (SHIFT CABLE/TIRANTE CAMBIO)","MERCRUISER","INBOARD_ENGINES","4782330 - 4898729"
"1189","898/228","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","4782330 - 4898729"
"1190","898/228","500520K",,,"STERN DRIVE/GRUPPO POPPIERO (EXHAUST/SCAPPAMENTO)","MERCRUISER","INBOARD_ENGINES","4782330 - 4898729"
"1191","ALPHA GENERATION II","500515K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","D469859 >"
"1192","BRAVO I & II -","500507",,,"ENGINE/MOTORE (DIA.4”) +","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1193","BRAVO I & II -","500508",,,"ENGINE/MOTORE (DIA.4”) -","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1194","BRAVO I/II & III","500509K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1195","BRAVO I/II & III","501009",,,"COOLING HOSE/MANICOTTO ACQUA","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1196","BRAVO I/II","500109T",,"SK0005","WATER PUMPS WITH A PLASTIC 1 PIECE BODY","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1198","GEN II ALPHA","500301",,"BK0016",,"MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1199","I & ALPHA I","500313G",,"SK0007",,"MERCRUISER","INBOARD_ENGINES","6225577-D469859"
"1200","I","500313G",,"SK0007",,"MERCRUISER","INBOARD_ENGINES","2062141-26633441"
"1201","I","500313G",,"SK0007",,"MERCRUISER","INBOARD_ENGINES","2663442-6225576"
"1202","II TRS","500516K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","MERCRUISER","INBOARD_ENGINES","ALL/TUTTI"
"1203","MC 1","500313G",,"BK0004",,"MERCRUISER","INBOARD_ENGINES","1684188-2495185) (1964-1968"
